,k_onA,k_onB_c,kbind_c,kbind_m,k_rel,k_seq_multiplier,k_rel_multiplier,tau_anox
2913,-1.9997965377551716,-1.959324298319756,1.5985400956336848,0.7984354784910251,-2.2762426189044715,0.0693029904237429,-2.9370971621508346,1.778541261613285
