EmbryoID,CellCycle,Stage,RNAi,ASI_1,ASI_2,ASI_3,ASI_4,ASI_5,ASI_6,ASI_7,ASI_8,ASI_9,ASI_10,ASI_11,ASI_12,ASI_13,ASI_14,ASI_15,ASI_16,ASI_17,ASI_18,ASI_19,ASI_20,ASI_21,ASI_22,ASI_23,ASI_24,ASI_25,ASI_26,ASI_27,ASI_28,ASI_29,ASI_30,ASI_31,Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7,Time_8,Time_9,Time_10,Time_11,Time_12,Time_13,Time_14,Time_15,Time_16,Time_17,Time_18,Time_19,Time_20,Time_21,Time_22,Time_23,Time_24,Time_25,Time_26,Time_27,Time_28,Time_29,Time_30,Time_31,ASI_Norm_1,ASI_Norm_2,ASI_Norm_3,ASI_Norm_4,ASI_Norm_5,ASI_Norm_6,ASI_Norm_7,ASI_Norm_8,ASI_Norm_9,ASI_Norm_10,ASI_Norm_11,ASI_Norm_12,ASI_Norm_13,ASI_Norm_14,ASI_Norm_15,ASI_Norm_16,ASI_Norm_17,ASI_Norm_18,ASI_Norm_19,ASI_Norm_20,ASI_Norm_21,ASI_Norm_22,ASI_Norm_23,ASI_Norm_24,ASI_Norm_25,ASI_Norm_26,ASI_Norm_27,ASI_Norm_28,ASI_Norm_29,ASI_Norm_30,ASI_Norm_31
11Jun22_kk1216_ctrlRNAi_CH4_Stage7_postNEBD,91.6,late maint.,ctrlRNAi,0.467095033,0.414275792,0.474806683,0.513560985,0.443451963,0.377767517,0.418556982,0.414243525,0.47929951,0.466376028,0.494894962,0.436266709,0.424640027,0.436473064,0.501855881,0.402338708,0.44598066,0.452927792,0.442465018,0.431701308,0.416633037,0.452341067,0.427114,0.408139649,0.420527079,0.423388051,0.414914295,0.452903351,0.452315908,0.4453628,,0,2.066666667,4.133333333,6.2,8.266666667,10.33333333,12.4,14.46666667,16.53333333,18.6,20.66666667,22.73333333,24.8,26.86666667,28.93333333,31,33.06666667,35.13333333,37.2,39.26666667,41.33333333,43.4,45.46666667,47.53333333,49.6,51.66666667,53.73333333,55.8,57.86666667,59.93333333,,1.027666879,0.911458012,1.044633462,1.129897725,0.975649199,0.831135288,0.920877159,0.911387019,1.054518238,1.026084978,1.088830162,0.95984075,0.93426061,0.960294757,1.104145047,0.885194949,0.981212644,0.996497195,0.973477798,0.949796302,0.916644243,0.995206328,0.939703658,0.897957738,0.925211616,0.93150611,0.912862798,0.996443422,0.995150975,0.979853276,
15Nov23_kk1216_ctrlRNAi_CH1_Stage2_centration,58.3,late maint.,ctrlRNAi,0.424230051,0.443016752,0.500570203,0.492158173,0.450836994,0.474394963,0.408467888,0.407784341,0.464849211,0.48206163,0.420797154,0.46103399,0.42879181,0.437771719,0.452075493,0.47015871,0.431059315,0.434424139,0.439317526,0.403995283,0.421920304,0.455901309,0.44832464,0.432176076,0.427895639,0.452696947,0.456693656,0.418849293,0.403620659,0.426694299,0.446863099,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,0.925204615,0.966176591,1.091695086,1.073349265,0.98323178,1.034609426,0.890828867,0.889338117,1.013791066,1.051329685,0.9177178,1.005470439,0.935153369,0.954737681,0.985932825,1.025370569,0.940098578,0.947436934,0.958108936,0.881074548,0.920167283,0.99427656,0.977752579,0.942534126,0.933198908,0.987288156,0.996004591,0.913469705,0.880257531,0.930578902,0.9745651
15Nov23_kk1216_ctrlRNAi_CH1_Stage4_proMeet,41.7,early maint.,ctrlRNAi,0.56315919,0.458161095,0.481117939,0.532819062,0.414101559,0.528057585,0.546353971,0.493382797,0.470097029,0.502958769,0.512197786,0.455796402,0.485533141,0.481722959,0.468528527,0.487786057,0.525071917,0.495915588,0.45756562,0.445324458,0.463639358,0.504411646,0.502731173,0.479643726,0.471372191,0.479541599,0.528964799,0.475303002,0.472170052,0.481666997,0.507047122,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,1,0.813555215,0.854319609,0.946125132,0.735318834,0.937670191,0.970159027,0.876098279,0.834749814,0.893102302,0.909507996,0.809356237,0.86215967,0.855393943,0.83196463,0.866160165,0.932368551,0.880595748,0.812497831,0.790761238,0.823282948,0.895682173,0.892698162,0.851701854,0.837014115,0.851520508,0.939281128,0.843994045,0.838430875,0.855294571,0.900361978
22Nov23_kk1216_ctrlRNAi_CH1_Stage3_proMeet,33.3,early maint.,ctrlRNAi,0.323573342,0.47582101,0.379868098,0.452277791,0.53226824,0.47219488,0.489358647,0.52734178,0.486509043,0.470074255,0.483174153,0.462854721,0.472287635,0.501113924,0.449457122,0.506124044,0.467294482,0.514994038,0.484697119,0.496499801,0.505813248,0.496738897,0.461512107,0.482684876,0.435682993,0.518721421,0.449160755,0.465231542,0.467029159,0.512854217,0.495871704,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,0.711470707,1.046231772,0.835251207,0.994465112,1.17034753,1.038258664,1.075998229,1.159515265,1.069732541,1.033595848,1.062399808,1.017721589,1.038462612,1.101845646,0.988263047,1.112861861,1.027483703,1.13236514,1.065748495,1.091700147,1.112178485,1.092225869,1.01476946,1.061323988,0.957976591,1.140560883,0.987611397,1.022947726,1.026900312,1.127660116,1.09031909
22Nov23_kk1216_ctrlRNAi_CH1_Stage4_centration,58.3,late maint.,ctrlRNAi,0.507332322,0.533457204,0.444015636,0.443174856,0.529609946,0.472859643,0.46745928,0.518530466,0.499336666,0.520357665,0.492947355,0.522873838,0.520748938,0.563531881,0.48760217,0.512435574,0.484514352,0.490272408,0.539430034,0.502696974,0.485909926,0.516715706,0.474670363,0.476342947,0.490671771,0.513572883,0.484078289,0.502061904,0.517766678,0.466094132,0.424056896,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,1.00678896,1.058633168,0.881138498,0.87946999,1.050998375,0.938378745,0.927661852,1.029011411,0.99092177,1.032637444,0.978242333,1.037630729,1.033413915,1.11831565,0.96763494,1.016916242,0.961507239,0.972933964,1.070486107,0.997590221,0.964276722,1.025410063,0.941972076,0.94529128,0.973726491,1.019173204,0.960641883,0.996329939,1.027495692,0.92495275,0.841530852
22Nov23_kk1216_ctrlRNAi_CH1_Stage6_centration,50,late maint.,ctrlRNAi,0.460992239,0.434828211,0.507976689,0.591209081,0.549401649,0.495364891,0.497816373,0.470188327,0.523219362,0.522674585,0.479580547,0.450212981,0.465261506,0.493876599,0.470394187,0.53326572,0.455639338,0.447177445,0.50237067,0.461000257,0.446725452,0.479808511,0.446573977,0.479094347,0.488007266,0.464327613,0.484058896,0.447433035,0.480521244,0.444122407,0.470485215,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,0.91304672,0.861225935,1.006104682,1.170955749,1.08815145,0.981125604,0.985981038,0.931260601,1.036294502,1.035215509,0.949862944,0.891697193,0.92150248,0.978177875,0.931668331,1.056192438,0.9024447,0.885684974,0.995001333,0.9130626,0.884789752,0.950314453,0.884489738,0.94889997,0.966553005,0.919652802,0.958732815,0.886191199,0.951726101,0.879634129,0.931848621
29May22_kk1216_ctrlRNAi_CH1_Stage1_postNEBD,91.6,late maint.,ctrlRNAi,0.533575523,0.513847824,0.534361685,0.515487588,0.583548399,0.528350638,0.505943496,0.484999133,0.496630987,0.483071098,0.4876287,0.427985265,0.491855691,0.418588012,0.508596842,0.532425558,0.560590294,0.510043967,0.423827985,,,,,,,,,,,,,0,3.3,6.6,9.9,13.2,16.5,19.8,23.1,26.4,29.7,33,36.3,39.6,42.9,46.2,49.5,52.8,56.1,59.4,,,,,,,,,,,,,0.983407549,0.947048369,0.984856486,0.95007054,1.075510168,0.973777812,0.93248028,0.893878725,0.915316841,0.890325257,0.898725156,0.78879919,0.90651572,0.771479562,0.937370535,0.981288103,1.033197182,0.940037662,0.781137106,,,,,,,,,,,,
29May22_kk1216_ctrlRNAi_CH1_Stage2_proMeet,50,early maint.,ctrlRNAi,0.544932879,0.507136942,0.536705456,0.525044765,0.535104438,0.518087073,0.529155214,0.536235943,0.532086386,0.520922137,0.529436652,0.489384465,0.494530868,0.503977943,0.509139634,0.50107013,0.514823677,0.497632258,0.511293847,,,,,,,,,,,,,0,3.3,6.6,9.9,13.2,16.5,19.8,23.1,26.4,29.7,33,36.3,39.6,42.9,46.2,49.5,52.8,56.1,59.4,,,,,,,,,,,,,1.019236746,0.948543621,1.003848262,0.982038227,1.000853733,0.969024633,0.989726368,1.002970089,0.995208801,0.974327306,0.990252766,0.915339576,0.924965353,0.942635063,0.952289437,0.93719632,0.962920811,0.930766162,0.956318654,,,,,,,,,,,,
29May22_kk1216_ctrlRNAi_CH1_Stage4_proMeet,41.7,early maint.,ctrlRNAi,0.413185228,0.584942061,0.430563707,0.434400021,0.518674624,0.499163261,0.460724904,0.464027745,0.477997313,0.472740247,0.476342948,0.50247168,0.471621282,0.48514651,0.472740072,0.511010829,0.542782071,0.467408576,0.510665319,,,,,,,,,,,,,0,3.3,6.6,9.9,13.2,16.5,19.8,23.1,26.4,29.7,33,36.3,39.6,42.9,46.2,49.5,52.8,56.1,59.4,,,,,,,,,,,,,0.873070065,1.235996277,0.909791198,0.917897421,1.09597163,1.054743663,0.973522514,0.980501494,1.010019518,0.998911217,1.006523808,1.06173443,0.996546817,1.025125941,0.998910847,1.079777853,1.146911231,0.987645269,1.079047782,,,,,,,,,,,,
29May22_kk1216_ctrlRNAi_CH1_Stage5_proMeet,41.7,early maint.,ctrlRNAi,0.414885884,0.542785071,0.54102503,0.612111666,0.544905445,0.535033535,0.511932727,0.544248011,0.508070304,0.480535284,0.522328534,0.469726824,0.502876892,0.531132595,0.503877696,0.51614863,0.525820567,0.515318319,0.50113976,,,,,,,,,,,,,0,3.3,6.6,9.9,13.2,16.5,19.8,23.1,26.4,29.7,33,36.3,39.6,42.9,46.2,49.5,52.8,56.1,59.4,,,,,,,,,,,,,0.790150059,1.033734028,1.03038203,1.165766509,1.037772279,1.01897123,0.974975746,1.036520197,0.967619762,0.915179324,0.994774559,0.894594616,0.957728911,1.01154189,0.959634943,0.983004933,1.001425135,0.981423605,0.954420543,,,,,,,,,,,,
29May22_kk1216_ctrlRNAi_CH1_Stage6_centration,66.7,late maint.,ctrlRNAi,0.546933999,0.580829224,0.465228501,0.486023886,0.456239386,0.431406599,0.402198981,0.482660619,0.488562503,0.450328022,0.548234089,0.55326503,0.48505815,0.590450579,0.569652089,0.554368,0.479184068,0.591681284,0.606753922,,,,,,,,,,,,,0,3.3,6.6,9.9,13.2,16.5,19.8,23.1,26.4,29.7,33,36.3,39.6,42.9,46.2,49.5,52.8,56.1,59.4,,,,,,,,,,,,,1.128422558,1.198354463,0.959849519,1.002754113,0.941303368,0.890068891,0.829808357,0.995815091,1.007991733,0.929107169,1.131104876,1.141484607,1.000761627,1.218205038,1.175294038,1.143760231,0.988642346,1.220744203,1.251841748,,,,,,,,,,,,
31May23_kk1216_ctrlRNAi_CH1_Stage6_postNEBD,91.6,late maint.,ctrlRNAi,0.400489736,0.520008063,0.479908572,0.429144294,0.445864717,0.452135826,0.490464079,0.429802289,0.430937921,0.427791512,0.390925768,0.429215359,0.458332248,0.392391327,0.399880563,0.388081185,0.367956257,0.398370736,0.380342832,0.390580468,0.413636537,0.342579605,0.377657669,0.399748841,0.437134315,0.375753118,0.426290948,0.397708232,0.354754923,0.380737576,0.391917425,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,0.849426173,1.102920797,1.017871034,0.910201593,0.945665087,0.958965912,1.040258934,0.911597179,0.914005819,0.907332385,0.829141298,0.910352318,0.972108327,0.832249702,0.848134136,0.823108027,0.780423685,0.844931841,0.806695221,0.828408927,0.877310126,0.726600602,0.801000075,0.847854758,0.927148176,0.796960582,0.904149736,0.843526692,0.75242407,0.807532461,0.831244572
31May23_kk1216_ctrlRNAi_CH2_Stage1_postNEBD,91.6,late maint.,ctrlRNAi,0.455570731,0.454995453,0.501889527,0.490244768,0.464346733,0.473667182,0.477511167,0.498918055,0.448809403,0.479280595,0.470790239,0.441008227,0.47094015,0.431980934,0.428934211,0.469126684,0.447235244,0.473164425,0.482602876,0.43573076,0.45662344,0.461911855,0.448401023,0.436420917,0.463408237,0.448639995,0.461606613,0.458096434,0.433282724,0.463519512,0.466289627,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,0.954083398,0.952878616,1.051086982,1.026699834,0.972462625,0.991982065,1.000032367,1.044863948,0.93992342,1.003738009,0.985956999,0.923585733,0.986270951,0.904680237,0.898299607,0.982473083,0.936626723,0.99092916,1.010695728,0.912533347,0.956288043,0.967363358,0.939068168,0.913978714,0.97049717,0.939568637,0.966724101,0.959372874,0.907406524,0.970730208,0.976531548
31May23_kk1216_ctrlRNAi_CH2_Stage5_postNEBD,83.3,late maint.,ctrlRNAi,0.519384897,0.491586075,0.524270869,0.531349565,0.49937037,0.465790967,0.491320798,0.450041335,0.469433995,0.452494068,0.452678468,0.474711547,0.418570475,0.456630542,0.472775453,0.461615287,0.44200101,0.482695399,0.474512973,0.509774556,0.511417097,0.456890212,0.446660362,0.465811053,0.45166643,0.472025099,0.498354025,0.498620122,0.444059461,0.459081304,0.468034367,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,0.984713051,0.932008663,0.993976469,1.007397122,0.946767075,0.883103159,0.931505718,0.853243091,0.890010054,0.857893281,0.858242889,0.900015879,0.793576809,0.865735712,0.896345198,0.875186398,0.837999265,0.915152638,0.8996394,0.966492598,0.969606727,0.866228026,0.846833032,0.883141241,0.856324144,0.894922585,0.944840166,0.945344664,0.841901927,0.870382165,0.887356471
31May23_kk1216_ctrlRNAi_CH2_Stage8_postNEBD,100,late maint.,ctrlRNAi,0.61526655,0.632748179,0.715714922,0.721561055,0.74429831,0.634862245,0.650041651,0.612496619,0.618317534,0.679501722,0.636872615,0.653828667,0.611837608,0.622727115,0.658706001,0.563684006,0.578803307,0.603805005,0.588835206,0.62818609,0.63585082,0.467607812,0.493612902,0.455433585,0.525021893,0.453743374,0.494208557,0.486738413,0.456042334,0.496306163,0.533358684,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,0.87561195,0.900490797,1.018564293,1.026884172,1.059242525,0.903499415,0.925101872,0.871669942,0.879953934,0.96702775,0.906360458,0.930491335,0.870732076,0.886229397,0.937432476,0.802202641,0.82371956,0.859300537,0.837996382,0.893998295,0.904906297,0.66547253,0.702481478,0.648146871,0.747180947,0.64574146,0.70332918,0.692698101,0.649013208,0.706314372,0.759045387
11Jun22_kk1216_P6RNAi_CH5_Stage1_postNEBD,91.6,late maint.,P6RNAi,0.388903524,0.433990132,0.33520944,0.222208226,0.365860045,0.375091301,0.195832187,0.167315079,0.142097441,0.174847946,0.152035548,0.111182814,0.112552294,0.031512843,0.055451875,0.028621916,0.05811661,0.050031693,0.001083738,0.015343568,0.021627287,-0.004072717,0.054391772,0.00940993,0.080713999,0.045649482,,,,,,0,2.333333333,4.666666667,7,9.333333333,11.66666667,14,16.33333333,18.66666667,21,23.33333333,25.66666667,28,30.33333333,32.66666667,35,37.33333333,39.66666667,42,44.33333333,46.66666667,49,51.33333333,53.66666667,56,58.33333333,,,,,,0.884159679,0.986662635,0.762087903,0.50518327,0.831771071,0.852758033,0.445218193,0.380385462,0.32305397,0.397511194,0.345647939,0.25277056,0.255884028,0.071643437,0.126068058,0.065071007,0.132126249,0.113745448,0.002463844,0.034883109,0.049168942,-0.009259192,0.123657949,0.021393173,0.183500686,0.103782632,,,,,
11Jun22_kk1216_P6RNAi_CH5_Stage7_centration,66.7,late maint.,P6RNAi,0.389721421,0.39677383,0.437104122,0.323410573,0.326332994,0.388901802,0.267460111,0.407314965,0.302481654,0.252803822,0.265010676,0.21535931,0.19685935,0.228793712,0.172006801,0.173985438,0.26012041,0.171289139,0.213660374,0.179017503,0.203567619,0.179684722,0.181484448,0.153210756,0.17921965,0.1659908,,,,,,0,2.333333333,4.666666667,7,9.333333333,11.66666667,14,16.33333333,18.66666667,21,23.33333333,25.66666667,28,30.33333333,32.66666667,35,37.33333333,39.66666667,42,44.33333333,46.66666667,49,51.33333333,53.66666667,56,58.33333333,,,,,,0.916299498,0.932880877,1.027704062,0.76039173,0.767262825,0.914372437,0.628842943,0.957664827,0.71118438,0.594383584,0.623083916,0.506345344,0.46284888,0.537931846,0.404416429,0.409068531,0.611586093,0.402729086,0.502350866,0.420899749,0.478621131,0.422468489,0.426699945,0.36022382,0.421375029,0.390271817,,,,,
11Jun22_kk1216_P6RNAi_CH5_Stage8_postNEBD,91.6,late maint.,P6RNAi,0.436688087,0.245645627,0.263658344,0.162651495,0.151036218,0.106398106,0.110676247,0.113280936,0.060733889,0.034650777,0.026296581,-0.028435567,0.005063115,0.013897662,0.042288669,0.004095871,0.028522972,0.049758042,0.052962503,0.057009943,-0.004713929,0.057056232,0.096760159,0.022426491,0.054438322,0.038694498,,,,,,0,2.333333333,4.666666667,7,9.333333333,11.66666667,14,16.33333333,18.66666667,21,23.33333333,25.66666667,28,30.33333333,32.66666667,35,37.33333333,39.66666667,42,44.33333333,46.66666667,49,51.33333333,53.66666667,56,58.33333333,,,,,,1.055108331,0.593519161,0.637040769,0.39299205,0.364927683,0.257074858,0.267411531,0.273704876,0.1467428,0.083721824,0.06353675,-0.068704883,0.012233297,0.033578975,0.102176194,0.009896279,0.068916066,0.120223396,0.127965886,0.137745149,-0.011389608,0.137856992,0.233788034,0.054185994,0.131531701,0.093492101,,,,,
15Nov23_kk1216_P6RNAi_CH3_Stage1_centration,91.6,late maint.,P6RNAi,0.448176967,0.480574261,0.490537388,0.561187325,0.417412936,0.320912828,0.233464392,0.403639589,0.255383433,0.181031439,0.232676383,0.193751508,0.184533796,0.189940997,0.145788995,0.142856478,0.187034687,0.122145184,0.121480179,0.16068584,0.159570725,0.123996583,0.14977594,0.168158458,0.080628407,0.078084389,0.132549892,0.126785417,0.146996127,0.159565357,0.129444743,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,0.8216397,0.881033434,0.899298766,1.028820801,0.765240218,0.588327244,0.428008638,0.739989637,0.468192663,0.331883672,0.426563986,0.355203286,0.338304519,0.348217501,0.267273946,0.261897782,0.342889384,0.223927912,0.222708763,0.294584227,0.292539894,0.227322069,0.274583184,0.308283725,0.147815494,0.143151564,0.243002791,0.232434819,0.269486972,0.292530054,0.237310143
15Nov23_kk1216_P6RNAi_CH3_Stage4_postNEBD,91.6,late maint.,P6RNAi,0.32666499,0.31751486,1.032602707,0.298330883,0.575125771,0.641928342,0.248942879,0.265358436,0.268141505,0.199147612,0.11264824,0.067812108,0.094022834,0.046129779,0.198792317,0.184665333,0.122624367,0.16736939,0.115539673,0.100593835,0.139085627,0.116343096,0.139505908,0.107465967,0.075671185,0.10974624,0.073681191,0.122046736,0.135359901,0.138755746,0.136946349,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,0.56257981,0.54682153,1.778340046,0.513783039,0.99047696,1.10552381,0.428727417,0.456998157,0.461791136,0.342970409,0.19400189,0.116785465,0.161925366,0.079444333,0.342358524,0.318029146,0.211182694,0.288242213,0.198981491,0.173241891,0.239532143,0.200365141,0.240255948,0.18507702,0.130320304,0.189004089,0.126893152,0.210187904,0.233115728,0.238964027,0.235847898
15Nov23_kk1216_P6RNAi_CH3_Stage6_centration,66.7,late maint.,P6RNAi,0.253643134,0.382225055,0.416472962,0.41417898,0.355560536,0.479806426,0.378338669,0.365123577,0.285652146,0.287037964,0.251336434,0.190154918,0.159332886,0.153176707,0.157406372,0.232988022,0.18585649,0.178866168,0.20977141,0.17280778,0.245285434,0.15886998,0.147102704,0.179414811,0.186759097,0.186832102,0.195216455,0.104328676,0.112533741,0.112306062,0.116660735,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,0.622815505,0.93854577,1.022640801,1.017007975,0.87307159,1.17815482,0.929002827,0.89655344,0.701412974,0.704815823,0.617151449,0.466921494,0.391238628,0.376122257,0.386508113,0.5720973,0.456366792,0.439202201,0.515089387,0.424325954,0.602293342,0.390101972,0.361207666,0.440549382,0.458583125,0.458762388,0.479349995,0.256176919,0.276324289,0.275765227,0.286458038
15Nov23_kk1216_P6RNAi_CH4_Stage2_centration,66.7,late maint.,P6RNAi,0.315822518,0.395355193,0.626410003,0.526931321,0.29731441,0.547920662,0.434053592,0.407523288,0.486659505,0.406116648,0.472016124,0.310181165,0.496930742,0.269740331,0.316703698,0.252137425,0.309687103,0.329236188,0.329383855,0.35875359,0.377953007,0.40654837,0.256844057,0.372281472,0.263317142,0.332765426,0.269341629,0.478552831,0.351356622,0.441426698,0.48331119,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,0.67668181,0.84708864,1.34214703,1.129003855,0.637026309,1.173975648,0.93000389,0.87316002,1.042717399,0.870146151,1.011342468,0.664594639,1.064724568,0.577946045,0.678569829,0.540230033,0.66353606,0.70542196,0.705738351,0.76866599,0.80980269,0.87107116,0.55031447,0.797650852,0.56418371,0.712983711,0.577091787,1.025348027,0.752817234,0.945801517,1.035543296
15Nov23_kk1216_P6RNAi_CH4_Stage5_proMeet,41.7,early maint.,P6RNAi,0.22635979,0.387612809,0.390369558,0.331266149,0.31279768,0.4298922,0.463715242,0.429899447,0.356724775,0.339154686,0.337519888,0.354625733,0.285915683,0.260264171,0.27808022,0.234751492,0.30243471,0.33044158,0.370644096,0.330791104,0.339727605,0.262288294,0.297907578,0.307116212,0.296349514,0.293999292,0.317519968,0.307537951,0.363423833,0.280106281,0.331746556,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,0.625283264,1.07071933,1.078334417,0.915070557,0.86405432,1.187509489,1.280940314,1.187529509,0.985396003,0.936861399,0.932345527,0.979597728,0.78979704,0.718938776,0.768152807,0.648464021,0.83542825,0.912792817,1.023845935,0.913758322,0.938443998,0.724530098,0.82292276,0.848360161,0.818618855,0.812126734,0.877098898,0.849525149,1.003901094,0.773749482,0.916397606
15Nov23_KK1216_P6RNAi_CH4_Stage7_proMeet,41.7,early maint.,P6RNAi,0.190464321,0.232785477,0.347263217,0.366620487,0.284656472,0.434693095,0.374070172,0.45153556,0.512427125,0.378184396,0.330971196,0.376903756,0.40314968,0.277483819,0.263072158,0.370522295,0.373730089,0.290591891,0.383551749,0.498614854,0.316332921,0.293326891,0.32112854,0.362155446,0.389466956,0.333139435,0.331835459,0.335492199,0.301793146,0.309947624,,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,,0.547977059,0.669737517,0.999096709,1.054788716,0.818973421,1.250637613,1.076221898,1.299094378,1.474282992,1.088058761,0.952223608,1.084374285,1.159885354,0.798337276,0.756874079,1.066014447,1.075243459,0.836049971,1.103500953,1.434544277,0.910108429,0.843918726,0.923905706,1.041942528,1.120519351,0.958461757,0.954710142,0.965230799,0.86827664,0.891737552,
31May23_kk1216_P6RNAi_CH1_Stage6_centration,58.3,late maint.,P6RNAi,0.436315184,0.444574114,0.387280242,0.420764288,0.412242851,0.417055905,0.348910566,0.360955601,0.310324828,0.290851106,0.32067304,0.265492425,0.248771788,0.234957794,0.23569121,0.201725036,0.206169072,0.234319745,0.237529851,0.21008886,0.210587852,0.225664149,0.23983419,0.218956427,0.223969689,0.252707067,0.252818789,0.286616031,0.249742134,0.253665046,0.227218435,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,0.914761112,0.932076459,0.811956398,0.88215772,0.864292013,0.874382873,0.731512056,0.7567652,0.650614729,0.609786894,0.67231038,0.556620891,0.521565066,0.492603193,0.494140844,0.42292871,0.432245901,0.491265484,0.497995666,0.440463972,0.44151014,0.473118507,0.502826852,0.459055361,0.469565967,0.529815616,0.530049847,0.600907805,0.523599455,0.531824075,0.47637716
31May23_kk1216_P6RNAi_CH1_Stage7_centration,66.7,late maint.,P6RNAi,0.454339922,0.388991277,0.402017419,0.390625066,0.288378994,0.261925944,0.315475137,0.334847553,0.222065305,0.193941209,0.223667632,0.164688278,0.188471763,0.159742178,0.194196876,0.252507003,0.20060178,0.245012067,0.177289316,0.16349005,0.173185039,0.145158283,0.244629306,0.195029657,0.259358356,0.239685714,0.232377109,0.229711864,0.195528324,0.207920238,0.1422974,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,0.971001863,0.83134067,0.859179755,0.834832355,0.616315069,0.559780391,0.674224145,0.7156263,0.474591411,0.414485423,0.478015857,0.351966923,0.402796286,0.341396264,0.415031829,0.53965051,0.428720201,0.523632554,0.37889749,0.349406106,0.370125951,0.310227996,0.522814528,0.416811622,0.554293019,0.51224923,0.496629494,0.490933411,0.417877359,0.444360992,0.304113802
31May23_kk1216_P6RNAi_CH3_Stage7_centration,66.7,late maint.,P6RNAi,0.390998082,0.450851717,0.307361234,0.417859889,0.393595781,0.400120949,0.442717021,0.521490587,0.346636436,0.277751928,0.315900094,0.332248782,0.277480223,0.271561924,0.264831244,0.253945783,0.269008404,0.293258623,0.272035236,0.274151961,0.269119917,0.23203674,0.239729071,0.278393872,0.254003006,0.290985087,0.273212453,0.268266456,0.301482194,0.23350142,0.26797366,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,0.896044608,1.03321031,0.704375261,0.957603419,0.901997718,0.916951349,1.014568147,1.195092381,0.79438167,0.636520046,0.723943642,0.761409694,0.635897385,0.622334505,0.606909903,0.581963851,0.616482639,0.672056513,0.623419186,0.628270055,0.616738192,0.531755216,0.54938362,0.63799118,0.582094988,0.666846284,0.626116997,0.614782328,0.690902352,0.535111803,0.614111333
31May23_kk1216_P6RNAi_CH4_Stage7_proMeet,41.7,early maint.,P6RNAi,0.361973826,0.641807995,0.517409134,0.526888258,0.517819189,0.570522518,0.417455782,0.429079596,0.371569423,0.376883324,0.42790267,0.413823508,0.344663183,0.4299308,0.437125965,0.424766001,0.441014969,0.408538367,0.463581164,0.435674113,0.389976455,0.465819118,0.394504348,0.441126409,0.440252227,0.446490427,0.455284167,0.490088396,0.476889576,0.437765278,0.432245164,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,0.696267182,1.234536344,0.995251517,1.013484887,0.99604027,1.097416657,0.802988338,0.825347082,0.714724592,0.724946035,0.823083231,0.796001552,0.662969656,0.826984398,0.840824506,0.817049756,0.848305118,0.78583543,0.89171185,0.838031827,0.750131052,0.89601662,0.758840586,0.848519476,0.846837962,0.858837322,0.875752337,0.942699283,0.917310968,0.842054243,0.831436145
