"","Embryo","RNAiSimple","StageSimple","TimeMin","NumParticleFrameNormAreaPAratio"
"243","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",3,NA
"244","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",3.5,NA
"245","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",4,NA
"246","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",4.5,NA
"247","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",5,NA
"248","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",5.5,NA
"249","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",6,NA
"250","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",6.5,NA
"251","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",7,NA
"252","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",7.5,NA
"253","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",8,0.0272674366998792
"254","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",8.5,0.0272674366998792
"255","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",9,0.0294201290709223
"256","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",9.5,0.0360633840224208
"257","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",10,0.0372654968231682
"258","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",10.5,0.0429986501805787
"259","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",11,0.0508165865770475
"260","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",11.5,NA
"261","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",12,0.0465818710289602
"262","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",12.5,0.0532364240330974
"263","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",13,0.0486071697693498
"264","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",13.5,0.0465818710289602
"265","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",14,0.0894371923756037
"266","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",14.5,0.082812215162596
"267","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",15,0.111796490469505
"268","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",15.5,0.104809209815161
"269","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",16,0.101633173154095
"270","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",16.5,0.108190152067262
"271","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",17,0.0677554487693967
"272","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",17.5,0.0372654968231682
"273","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",18,0.0721267680448417
"274","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",18.5,0.0771010279100032
"275","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",19,0.165624430325192
"276","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",19.5,0.171994600722315
"277","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",20,0.171994600722315
"278","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",20.5,0.192752569775008
"279","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",21,0.186327484115841
"280","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",21.5,0.0638837088397169
"281","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",22,0.0698728065434404
"282","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",22.5,0.0638837088397169
"283","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",23,0.0573315335741049
"284","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",23.5,0.0818023100996375
"285","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",24,0.0838473678521284
"286","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",24.5,0.0762248798655713
"287","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",25,0.0882603872127668
"288","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",25.5,0.0906458030833821
"289","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",26,0.143328833935262
"290","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",26.5,0.133091060082744
"291","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",27,0.139745613086881
"292","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",27.5,0.16650541133756
"293","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",28,0.182524882399191
"294","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",28.5,0.170125094192724
"295","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",29,0.159709272099292
"296","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",29.5,0.126562064682458
"297","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",30,0.150495275632025
"298","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",30.5,0.126562064682458
"299","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",31,0.139745613086881
"300","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",31.5,0.165624430325192
"301","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",32,0.142286442415733
"302","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",32.5,0.144921376534543
"303","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",33,0.137293935664304
"304","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",33.5,0.13263990394687
"305","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",34,0.113691346240174
"306","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",34.5,0.113691346240174
"307","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",35,0.0980670969030742
"308","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",35.5,0.113691346240174
"309","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",36,0.113691346240174
"310","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",36.5,0.151588461653566
"311","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",37,0.141963797421593
"312","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",37.5,0.154795140650083
"313","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",38,0.167694735704257
"314","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",38.5,0.174682016358601
"315","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",39,0.171994600722315
"316","03Jul22_kk1216_ctrlRNAi_48h_CH11_postNEBD_05","ctrl","late maint.",39.5,0.186327484115841
"317","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",0,NA
"318","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",1,NA
"319","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",2,NA
"320","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",3,NA
"321","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",4,NA
"322","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",5,NA
"323","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",6,0.017177116841055
"324","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",7,0.0168809596541402
"325","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",8,0.0163182609990022
"326","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",9,0.0148347827263657
"327","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",10,0.0137900797174667
"328","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",11,0.0283795843460908
"329","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",12,0.0261092175984035
"330","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",13,0.0371808478458278
"331","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",14,0.0353889997568723
"332","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",15,0.0562698655138007
"333","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",16,0.0582795035678651
"334","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",17,0.0537964648318754
"335","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",18,0.0890086963581939
"336","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",19,0.0979095659940133
"337","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",20,0.0937432014836298
"338","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",21,0.108788406660015
"339","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",22,0.0979095659940133
"340","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",23,0.121303887072229
"341","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",24,0.112639323709927
"342","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",25,0.121303887072229
"343","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",26,0.120239817887385
"344","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",27,0.124461312704254
"345","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",28,0.136222004861236
"346","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",29,0.13164311394153
"347","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",30,0.147297577159135
"348","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",31,0.14686434899102
"349","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",32,0.152983696865646
"350","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",33,0.14647887825876
"351","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",34,0.133157009751858
"352","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",35,0.138769463613562
"353","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",36,0.143282291698556
"354","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",37,0.139870808562876
"355","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",38,0.136617999061414
"356","11June_kk1216_ctrlRNAi_45h_CH4_postNEBD_1","ctrl","late maint.",39,0.150022722087601
"357","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",0,0.195109230914868
"358","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",1,0.320156510728487
"359","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",2,0.287402473853249
"360","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",3,0.316076954082086
"361","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",4,0.385389025420951
"362","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",5,0.43810890941793
"363","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",6,0.447029679066711
"364","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",7,0.462466830505142
"365","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",8,0.544713118145998
"366","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",9,0.602399750449654
"367","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",10,0.58414521255724
"368","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",11,0.638878949740386
"369","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",12,0.638878949740386
"370","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",13,0.632153908164171
"371","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",14,0.646846827798372
"372","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",15,0.646846827798372
"373","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",16,0.629079459677028
"374","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",17,0.649655785709604
"375","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",18,0.667273569728847
"376","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",19,0.705770121828588
"377","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",20,0.727556851729273
"378","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",21,0.731395954807896
"379","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",22,0.698767307533159
"380","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",23,0.671108475302002
"381","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",24,0.667273569728847
"382","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",25,0.678583291249675
"383","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",26,0.672880910650938
"384","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",27,0.700917615261394
"385","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",28,0.697432827117722
"386","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",29,0.71289911295817
"387","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",30,0.715626726955575
"388","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",31,0.744638621291612
"389","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",32,0.728292686724701
"390","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",33,0.728292686724701
"391","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",34,0.758265420146417
"392","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",35,0.708609100597006
"393","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",36,0.714935967566622
"394","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",37,0.734795299999028
"395","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",38,0.696285464064884
"396","11June_kk1216_par6RNAi_40hRNAi_CH1_MaybePostNEBD_1","par6","late maint.",39,0.674877826933734
"397","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",0,0.132790470888491
"398","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",1,0.102438363256836
"399","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",2,0.199185706332736
"400","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",3,0.212464753421585
"401","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",4,0.219510778407505
"402","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",5,0.344744491729735
"403","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",6,0.325940246726295
"404","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",7,0.391128296071554
"405","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",8,0.418289983298746
"406","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",9,0.520452974611342
"407","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",10,0.616230778966902
"408","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",11,0.701892488982022
"409","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",12,0.72058358467431
"410","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",13,0.819506906054685
"411","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",14,0.814063321533791
"412","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",15,0.759059043051778
"413","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",16,0.807509620267849
"414","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",17,0.86048225135742
"415","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",18,0.908286820877276
"416","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",19,0.812064802741155
"417","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",20,0.816913529769702
"418","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",21,0.761885326722715
"419","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",22,0.763145236310964
"420","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",23,0.806007276788281
"421","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",24,0.824216715859597
"422","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",25,0.828431460429334
"423","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",26,0.875490662718305
"424","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",27,0.875490662718305
"425","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",28,0.920375332709884
"426","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",29,0.857364562040907
"427","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",30,0.906185521118162
"428","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",31,0.889978687869671
"429","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",32,0.865848070385159
"430","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",33,0.858988358559924
"431","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",34,0.925249732642387
"432","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",35,0.942812343308284
"433","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",36,0.893052397623695
"434","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",37,0.87726470661439
"435","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",38,0.868030341281607
"436","11June_kk1216_par6RNAi_43h_CH3_postNEBD_1","par6","late maint.",39,0.842870041534315
"437","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",0,0.160598961180126
"438","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",1,0.120449220885094
"439","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",2,0.192718753416151
"440","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",3,0.160598961180126
"441","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",4,0.160598961180126
"442","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",5,0.175198866741955
"443","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",6,0.147215714415115
"444","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",7,0.168628909239132
"445","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",8,0.188288437245665
"446","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",9,0.248348909041431
"447","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",10,0.294977683800231
"448","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",11,0.324475452180254
"449","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",12,0.356529693819879
"450","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",13,0.434561894957987
"451","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",14,0.472160945869569
"452","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",15,0.491432821211184
"453","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",16,0.462902888107421
"454","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",17,0.500690878973333
"455","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",18,0.477119243894354
"456","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",19,0.504739592280395
"457","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",20,0.533250919646631
"458","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",21,0.504310756603011
"459","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",22,0.499641212560391
"460","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",23,0.524814462427911
"461","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",24,0.502744574129089
"462","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",25,0.485914805621919
"463","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",26,0.515607191157245
"464","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",27,0.540964921869897
"465","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",28,0.576435557092951
"466","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",29,0.562806979002918
"467","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",30,0.588389114412142
"468","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",31,0.560037403089669
"469","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",32,0.560037403089669
"470","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",33,0.555291323402468
"471","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",34,0.589785840195979
"472","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",35,0.555291323402468
"473","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",36,0.589785840195979
"474","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",37,0.600132960199417
"475","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",38,0.589785840195979
"476","11June_kk1216_par6RNAi_46h_CH7_postNEBD_1","par6","late maint.",39,0.619453135980485
"477","14Apr22_kk1216_cdc42RNAi_XXh_CH1_postNEBD_05","cdc42","late maint.",0,NA
"478","14Apr22_kk1216_cdc42RNAi_XXh_CH1_postNEBD_05","cdc42","late maint.",0.5,NA
"479","14Apr22_kk1216_cdc42RNAi_XXh_CH1_postNEBD_05","cdc42","late maint.",1,NA
"480","14Apr22_kk1216_cdc42RNAi_XXh_CH1_postNEBD_05","cdc42","late maint.",1.5,NA
"481","14Apr22_kk1216_cdc42RNAi_XXh_CH1_postNEBD_05","cdc42","late maint.",2,NA
"482","14Apr22_kk1216_cdc42RNAi_XXh_CH1_postNEBD_05","cdc42","late maint.",2.5,NA
"483","14Apr22_kk1216_cdc42RNAi_XXh_CH1_postNEBD_05","cdc42","late maint.",3,NA
"484","14Apr22_kk1216_cdc42RNAi_XXh_CH1_postNEBD_05","cdc42","late maint.",3.5,NA
"485","14Apr22_kk1216_cdc42RNAi_XXh_CH1_postNEBD_05","cdc42","late maint.",4,NA
"486","14Apr22_kk1216_cdc42RNAi_XXh_CH1_postNEBD_05","cdc42","late maint.",4.5,NA
"487","14Apr22_kk1216_cdc42RNAi_XXh_CH1_postNEBD_05","cdc42","late maint.",5,NA
"488","14Apr22_kk1216_cdc42RNAi_XXh_CH1_postNEBD_05","cdc42","late maint.",5.5,0.0640801643182979
"489","14Apr22_kk1216_cdc42RNAi_XXh_CH1_postNEBD_05","cdc42","late maint.",6,0.0854402190910639
"490","14Apr22_kk1216_cdc42RNAi_XXh_CH1_postNEBD_05","cdc42","late maint.",6.5,0.114082110718182
"491","14Apr22_kk1216_cdc42RNAi_XXh_CH1_postNEBD_05","cdc42","late maint.",7,0.167320429053333
"492","14Apr22_kk1216_cdc42RNAi_XXh_CH1_postNEBD_05","cdc42","late maint.",7.5,0.1807060633776
"493","14Apr22_kk1216_cdc42RNAi_XXh_CH1_postNEBD_05","cdc42","late maint.",8,0.177162807232941
